10000 1 6.26904
10000 2 3.2366
10000 3 3.85905
10000 4 2.97783
10000 5 3.14592
10000 6 3.13611
10000 7 3.13115
10000 8 3.14455
10000 9 3.15993
10000 10 3.14033
