10000 1 3.06705
10000 2 1.62763
10000 3 1.89388
10000 4 1.48226
10000 5 1.5545
10000 6 1.55731
10000 7 1.54189
10000 8 1.53003
10000 9 1.53138
10000 10 1.53053

