" "   
2 0.00012517 9.53673E-06 3.09944E-06
4 0.000117064 1.50204E-05 5.00679E-06
8 0.000136852 2.40803E-05 1.00136E-05
16 0.000224829 9.35793E-05 1.90735E-05
