   
2 7.29561E-05 7.86781E-06 3.09944E-06
4 7.20024E-05 1.108645E-05 4.05312E-06
8 9.89437E-05 1.69277E-05 1.10865E-05
16 0.000119925 2.19345E-05 2.21729E-05
