
2 4.00543e-05
2 9.05991e-06
2 6.19888e-06
2 5.96046e-06
2 5.96046e-06
2 7.15256e-06
2 0.00111222
2 0.000411987
2 4.05312e-06
2 3.09944e-06
4 7.60555e-05
4 1.12057e-05
4 8.10623e-06
4 8.10623e-06
4 8.10623e-06
4 8.10623e-06
4 1.28746e-05
4 0.000432968
4 1.40667e-05
4 5.00679e-06
8 0.000137806
8 1.78814e-05
8 1.40667e-05
8 1.40667e-05
8 1.4782e-05
8 1.81198e-05
8 1.40667e-05
8 0.00049901
8 1.40667e-05
8 1.00136e-05
16 0.000307083
16 2.7895e-05
16 2.59876e-05
16 2.90871e-05
16 3.19481e-05
16 2.5034e-05
16 2.59876e-05
16 0.00078702
16 2.90871e-05
16 1.69277e-05
