
2 7.00951e-05
2 7.86781e-06
2 6.91414e-06
2 8.10623e-06
2 6.91414e-06
2 7.86781e-06
2 6.91414e-06
2 0.000334978
2 1.09673e-05
2 5.96046e-06
4 6.69956e-05
4 1.5974e-05
4 1.00136e-05
4 1.50204e-05
4 1.00136e-05
4 1.21593e-05
4 1.00136e-05
4 0.000365973
4 9.05991e-06
4 5.96046e-06
8 7.89165e-05
8 2.31266e-05
8 1.5974e-05
8 1.69277e-05
8 1.69277e-05
8 1.71661e-05
8 1.50204e-05
8 0.000406981
8 1.50204e-05
8 1.38283e-05
16 9.60827e-05
16 2.19345e-05
16 2.31266e-05
16 2.19345e-05
16 2.19345e-05
16 2.09808e-05
16 2.19345e-05
16 0.000644207
16 1.90735e-05
16 1.5974e-05
